타차, 82, 154
카하, 54, 184
가타, 77, 147
타차, 74, 178
나사, 53, 186
사카, 90, 142
카타, 89, 171
타사, 64, 173
다파, 97, 144
아타, 63, 140
하다, 46, 187
마다, 90, 194
아하, 80, 167
카바, 64, 199
파가, 77, 141
아아, 40, 189
사타, 71, 143
카사, 60, 155
라나, 90, 174
사나, 88, 174
나타, 93, 169
라나, 92, 189
마바, 68, 164
타가, 70, 185
카가, 54, 142
가타, 87, 166
하라, 55, 171
라하, 72, 176
자사, 88, 167
파타, 80, 154
아나, 51, 158
아사, 59, 143
라마, 52, 183
타아, 70, 183
타마, 85, 141
나파, 91, 149
가바, 79, 147
파바, 88, 195
자다, 64, 192
나마, 63, 146
차다, 72, 193
가자, 85, 148
다마, 79, 165
다아, 83, 197
자자, 95, 192
아다, 49, 162
라타, 86, 168
하카, 90, 141
타차, 98, 149
타자, 50, 195
라자, 40, 182
사카, 48, 173
아카, 64, 142
다자, 92, 153
하사, 73, 144
가마, 81, 182
차바, 91, 155
다차, 73, 159
사나, 47, 143
타타, 56, 154
타사, 40, 157
아파, 55, 146
바카, 68, 186
사카, 57, 141
나카, 48, 198
아사, 80, 193
나아, 42, 176
파사, 77, 160
파가, 91, 146
가다, 78, 163
다라, 63, 163
마타, 46, 150
자카, 62, 173
타다, 85, 169
파라, 90, 195
나사, 66, 181
다라, 94, 153
자자, 68, 183
자라, 95, 170
카자, 85, 166
마카, 99, 183
카차, 69, 180
차타, 63, 182
하마, 68, 151
자사, 83, 178
다차, 53, 158
바나, 85, 161
나다, 76, 162
마카, 53, 177
다아, 83, 172
마자, 85, 175
자마, 59, 162
파타, 93, 183
아아, 61, 158
나타, 53, 197
자차, 63, 154
가바, 56, 167
카타, 52, 172
다차, 83, 171
타차, 86, 156
다라, 87, 174
나아, 55, 178
마라, 97, 147
파자, 90, 144
카하, 51, 172
사가, 60, 175
하마, 99, 181
마파, 49, 163
라파, 46, 167
라라, 99, 171
마자, 74, 157
가타, 93, 146
차아, 44, 184
나사, 59, 150
카라, 46, 148
바마, 92, 199
하나, 72, 185
가바, 78, 176
카자, 88, 150
나라, 59, 174
차파, 78, 141
자라, 48, 148
타하, 91, 193
아다, 44, 154
라바, 89, 179
차하, 67, 182
하가, 52, 155
아마, 89, 153
자라, 88, 170
차다, 44, 168
카파, 62, 184
사자, 65, 177
사차, 52, 145
파바, 63, 187
나파, 44, 193
자가, 73, 177
타바, 78, 161
나차, 87, 199
가가, 64, 160
타나, 80, 185
타나, 73, 157
파하, 83, 173
파아, 56, 190
사자, 69, 167
파마, 55, 168
가카, 50, 179
나차, 81, 162
파파, 48, 182
다하, 67, 149
나자, 63, 166
파카, 88, 176
사나, 66, 185
가다, 47, 164
다타, 51, 173
바라, 80, 140
마자, 93, 189
차아, 61, 175
하다, 83, 184
바라, 98, 178
바타, 76, 166
라카, 85, 188
라차, 46, 182
카다, 99, 185
바카, 65, 149
차차, 97, 147
가나, 97, 157
파라, 79, 156
하나, 73, 187
가마, 63, 197
파바, 91, 196
파타, 47, 160
마자, 67, 185
나타, 60, 168
마가, 93, 144
가사, 91, 149
자마, 50, 198
사카, 85, 158
사가, 96, 176
다마, 86, 167
파아, 96, 165
나다, 88, 164
아바, 42, 179
타파, 53, 158
다자, 79, 156
다사, 82, 155
사자, 71, 186
나나, 77, 199
라차, 78, 157
가가, 69, 156
자파, 45, 149
마하, 49, 188
차자, 63, 151
마카, 94, 159
사타, 74, 193
라아, 46, 192
아카, 44, 152
가하, 70, 165
카파, 64, 154
다나, 73, 145
타하, 79, 178
마자, 68, 157
사마, 88, 145
다자, 62, 177
가카, 40, 196
다사, 43, 187
다하, 69, 189
하타, 73, 155
아라, 90, 153
마마, 50, 199
파라, 56, 194
사마, 50, 191
카다, 99, 154
나마, 76, 161
파마, 50, 173
가사, 83, 155
바나, 60, 187
차차, 42, 182
사하, 48, 144
라카, 95, 192
사자, 76, 180
마마, 68, 161
라하, 77, 171
바타, 54, 160
사사, 80, 150
하다, 53, 195
마사, 74, 190
나자, 91, 154
아가, 81, 147
가나, 44, 156
아가, 83, 146
차자, 98, 188
나파, 74, 142
타아, 43, 154
자카, 92, 196
카마, 77, 150
가라, 85, 162
다자, 50, 146
아타, 85, 166
다라, 42, 173
나가, 77, 158
다타, 61, 193
카나, 60, 195
가카, 74, 198
라차, 83, 196
자라, 80, 184
나가, 45, 156
가차, 44, 182
자가, 86, 175
바가, 40, 170
아가, 50, 198
타타, 85, 161
다라, 95, 154
자파, 45, 191
다파, 57, 195
나파, 47, 153
사다, 46, 166
자다, 90, 165
아하, 88, 195
하바, 59, 148
나카, 77, 174
타차, 48, 164
나타, 82, 156
사나, 64, 173
타나, 99, 163
사타, 61, 157
마아, 59, 147
타가, 46, 195
바나, 62, 156
사바, 86, 155
하아, 83, 165
차자, 79, 173
차라, 80, 174
다아, 96, 181
라하, 86, 164
타나, 88, 193
카카, 89, 147
카마, 80, 197
마타, 91, 146
사마, 75, 192
다자, 93, 183
나하, 78, 198
차바, 79, 192
가타, 42, 146
자가, 78, 180
바다, 96, 199
마사, 75, 191
타자, 61, 142
카나, 81, 169
라하, 82, 169
라나, 68, 193
타하, 87, 174
다파, 93, 199
파바, 68, 184
파가, 91, 175
카차, 82, 174
카마, 90, 175
카카, 76, 157
바나, 61, 174
카다, 93, 192
바다, 67, 148
파자, 63, 195
다바, 90, 164
자나, 53, 177
타라, 55, 160
나아, 83, 142
카자, 90, 177
사아, 91, 178
마사, 85, 195
파마, 74, 154
라라, 97, 199
라사, 85, 193
다차, 75, 196
나바, 79, 164
파사, 91, 141
마사, 71, 149
마라, 94, 190
카나, 92, 186
가가, 53, 199
카아, 46, 181
라가, 85, 173
바바, 63, 147
사차, 51, 162
라바, 47, 150
사바, 40, 147
차자, 62, 167
자하, 68, 183
바파, 52, 146
차하, 90, 176
차자, 57, 153
하바, 46, 158
카파, 79, 191
하타, 87, 171
자사, 59, 188
타타, 42, 153
가하, 54, 167
마사, 89, 194
카타, 45, 185
라마, 70, 175
하타, 69, 159
카하, 86, 168
파자, 50, 169
아라, 74, 163
차아, 72, 165
가다, 71, 194
라자, 68, 180
나다, 42, 177
다바, 92, 155
나차, 84, 189
하나, 73, 144
카마, 80, 189
다마, 73, 191
카아, 64, 188
나라, 70, 170
다자, 58, 195
자자, 56, 152
카마, 49, 153
하아, 46, 166
아카, 40, 181
나라, 47, 159
자타, 85, 182
가바, 55, 147
파타, 92, 198
라마, 65, 167
카바, 96, 173
다사, 61, 150
하카, 55, 145
다라, 80, 159
차라, 67, 141
다파, 44, 184
바라, 74, 146
카사, 76, 196
라파, 89, 175
타자, 59, 149
나다, 57, 155
마하, 81, 166
가가, 40, 186
파파, 62, 173
아하, 82, 174
카자, 49, 194
바타, 91, 195
가사, 99, 176
아다, 72, 180
아타, 98, 180
바타, 71, 161
하아, 92, 166
가하, 96, 163
나아, 62, 176
자파, 46, 165
자마, 99, 146
가파, 87, 198
마하, 67, 180
파차, 99, 199
마다, 73, 198
다라, 68, 180
자타, 73, 192
다하, 44, 192
다하, 41, 166
카파, 62, 180
카사, 97, 184
하가, 61, 154
타하, 78, 164
자나, 54, 156
하차, 92, 154
아카, 52, 154
차라, 80, 198
사라, 65, 170
하바, 72, 197
나바, 47, 192
가라, 40, 197
하차, 75, 174
다파, 64, 193
마나, 71, 193
가하, 91, 177
타가, 96, 194
하하, 74, 192
아차, 44, 175
사사, 76, 187
차마, 89, 185
파사, 51, 157
카마, 41, 194
라차, 95, 151
나라, 45, 151
아파, 81, 160
가사, 41, 185
하하, 94, 157
사타, 57, 166
사아, 75, 176
파사, 82, 199
가마, 56, 147
파나, 61, 170
바카, 92, 183
카나, 40, 173
파라, 77, 199
라아, 45, 189
파바, 65, 149
가바, 61, 188
아나, 80, 187
가가, 68, 175
나하, 83, 141
카라, 57, 177
자아, 44, 171
차타, 98, 165
다라, 55, 186
가바, 49, 187
카하, 70, 163
바차, 60, 185
마파, 41, 159
다자, 73, 172
사파, 78, 163
사라, 90, 170
차차, 81, 140
가나, 89, 153
파마, 82, 158
바차, 41, 188
자가, 52, 152
바다, 56, 194
카아, 49, 170
사타, 57, 147
자나, 42, 175
카라, 48, 170
아하, 84, 181
사나, 52, 152
가하, 43, 186
사나, 82, 180
나바, 94, 152
타바, 97, 197
아아, 69, 155
사차, 54, 178
나바, 59, 176
카아, 50, 192
아바, 73, 148
차타, 66, 165
차가, 93, 190
바라, 41, 198
하나, 71, 199
다하, 68, 162
마마, 79, 189
사타, 98, 150
다가, 51, 159
나라, 71, 199
라아, 48, 169
마카, 41, 177
자마, 46, 188
하하, 63, 149
가사, 50, 185
파타, 81, 154
하바, 60, 140
나사, 80, 152
타파, 63, 162
바바, 71, 191
자가, 86, 182
타파, 50, 169
자카, 53, 162
타나, 66, 161
파나, 43, 184
자하, 57, 181
다타, 75, 172
카나, 42, 157
라카, 85, 180
사나, 90, 182
자나, 72, 155
차마, 75, 181
아라, 73, 171
차카, 55, 182
자차, 93, 147
가자, 75, 164
바아, 69, 189
파다, 86, 160
사타, 88, 162
나차, 84, 140
다사, 72, 140
나바, 40, 182
파파, 51, 177
자마, 58, 186
나아, 62, 155
타자, 59, 197
라하, 51, 160
하가, 87, 152
자마, 87, 151
가라, 70, 164
파하, 42, 155
다타, 43, 141
다타, 43, 165
다가, 49, 189
아바, 86, 186
파하, 88, 153
자바, 58, 182
라다, 85, 142
아다, 78, 176
하하, 74, 199
바라, 91, 188
다자, 57, 156
라자, 76, 148
다아, 82, 199
하나, 73, 180
가카, 85, 196
마사, 66, 148
파마, 88, 151
하나, 82, 159
사나, 56, 168
가라, 83, 187
자나, 90, 189
마사, 57, 162
나사, 76, 148
마사, 75, 149
하다, 88, 142
파파, 61, 159
파카, 92, 199
아자, 94, 199
차파, 73, 154
차라, 65, 146
파자, 40, 162
차차, 69, 148
가아, 78, 186
나파, 96, 171
바다, 65, 153
하파, 65, 173
바아, 93, 166
자파, 86, 181
타파, 88, 161
하파, 67, 187
다하, 87, 189
차바, 66, 173
가하, 69, 171
라차, 71, 145
다라, 97, 186
파마, 72, 148
카차, 73, 188
가라, 95, 145
나파, 40, 157
자라, 81, 187
차파, 90, 180
라아, 53, 164
나라, 76, 191
카다, 88, 159
라마, 76, 198
하파, 90, 199
차다, 56, 188
자차, 55, 141
가가, 50, 149
사카, 80, 188
가타, 61, 199
마차, 41, 171
라사, 99, 140
가카, 61, 160
마나, 85, 172
가나, 64, 168
사차, 75, 189
마사, 54, 180
타자, 91, 190
차자, 77, 184
카아, 93, 143
아자, 76, 195
나나, 93, 182
다마, 53, 154
라카, 73, 165
카타, 63, 184
아사, 89, 153
하사, 66, 196
다다, 93, 152
바라, 57, 197
아사, 60, 153
라카, 87, 141
다파, 89, 153
바다, 88, 169
라바, 98, 140
마다, 58, 140
나마, 48, 177
다나, 55, 191
아차, 79, 162
차아, 82, 144
차나, 40, 192
타아, 69, 193
아라, 65, 145
사하, 42, 149
다다, 49, 176
다자, 53, 150
자라, 57, 186
카아, 89, 165
하자, 72, 145
다카, 82, 142
바타, 55, 164
자차, 42, 178
차자, 66, 154
자라, 58, 173
타나, 66, 170
다차, 59, 188
자하, 99, 143
자라, 54, 190
나파, 57, 186
사마, 42, 186
타타, 57, 176
하타, 78, 157
아사, 82, 158
차가, 91, 185
라파, 49, 150
차카, 44, 194
나아, 64, 172
아바, 54, 167
바라, 54, 169
타마, 96, 174
아바, 43, 167
마자, 69, 143
라다, 42, 146
마파, 50, 167
카타, 64, 140
나다, 82, 144
바카, 60, 175
하라, 60, 145
차타, 71, 160
다하, 88, 151
파바, 50, 158
다차, 68, 158
다타, 66, 170
마아, 50, 145
다사, 88, 198
파차, 65, 198
가차, 46, 151
가나, 43, 144
하사, 81, 154
나아, 74, 164
하차, 70, 192
나하, 64, 168
사하, 66, 154
차마, 58, 180
가다, 88, 147
하타, 96, 142
카자, 78, 154
카가, 62, 170
카다, 77, 173
타카, 59, 146
다나, 62, 164
카하, 41, 169
가자, 64, 174
나라, 68, 152
사카, 45, 168
파가, 51, 146
타사, 60, 156
바파, 57, 155
아차, 97, 190
타파, 50, 196
바차, 52, 144
라바, 69, 198
바가, 78, 149
사다, 92, 161
아사, 80, 178
하아, 85, 178
다사, 63, 142
차하, 69, 191
바자, 52, 150
다바, 77, 192
자카, 66, 174
나카, 54, 158
라차, 80, 163
사사, 67, 151
사카, 83, 167
차자, 83, 164
나타, 69, 153
마파, 43, 164
자다, 89, 190
카아, 81, 174
라타, 42, 170
카마, 53, 197
하타, 91, 189
사바, 85, 171
나차, 55, 189
다나, 96, 197
아가, 75, 179
아바, 71, 141
타가, 49, 149
차사, 54, 193
차파, 58, 184
자가, 59, 179
마라, 73, 163
마다, 58, 142
카타, 96, 192
사가, 94, 195
하타, 63, 174
자하, 80, 147
자파, 76, 167
나타, 75, 174
타라, 65, 165
차라, 88, 163
나카, 88, 173
하카, 83, 178
차카, 81, 145
자하, 79, 182
차마, 48, 198
바타, 47, 167
하카, 68, 143
차마, 79, 149
사나, 84, 182
카사, 69, 149
자사, 67, 166
마가, 41, 166
마파, 43, 160
사라, 56, 174
나바, 81, 147
카타, 43, 175
타사, 43, 198
마나, 61, 170
타자, 56, 149
자아, 86, 148
차아, 56, 197
아마, 67, 175
아아, 76, 162
차다, 52, 182
마차, 90, 146
다타, 93, 145
타바, 50, 149
파자, 85, 196
카나, 62, 176
가차, 58, 159
아카, 68, 172
사자, 46, 186
타바, 46, 153
카파, 74, 181
다나, 71, 174
라파, 79, 171
사타, 53, 195
사차, 81, 198
하바, 55, 167
자나, 80, 180
사바, 85, 147
다파, 72, 147
가아, 56, 195
라마, 76, 191
차아, 75, 158
파가, 41, 199
타타, 81, 173
아하, 47, 160
다아, 85, 172
마아, 93, 177
차아, 62, 155
차사, 78, 155
아차, 53, 179
카차, 77, 191
자카, 75, 167
가자, 82, 171
파자, 95, 175
파자, 55, 147
마파, 60, 168
다라, 46, 160
아다, 60, 152
하마, 44, 143
아하, 51, 170
파사, 41, 162
카아, 87, 190
라자, 78, 145
차차, 41, 170
바사, 91, 160
타가, 64, 162
가마, 51, 149
마자, 56, 192
마가, 42, 152
사마, 43, 166
바파, 97, 152
마하, 46, 143
사마, 48, 158
차타, 86, 187
차카, 85, 175
하마, 47, 197
사바, 52, 196
바다, 76, 162
라다, 51, 149
아가, 89, 194
가라, 91, 175
차차, 45, 158
차파, 71, 159
하하, 89, 173
파마, 87, 154
하아, 53, 180
나마, 69, 174
자다, 45, 165
파아, 86, 149
파차, 78, 181
